id,title,description,availability,condition,price,link,image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2
COR-001,Body Fit,"Estimulación muscular para tonificación intensiva de glúteos y abdomen. El protocolo busca fortalecer y definir la zona trabajada. 6 sesiones $6,250 | 8 sesiones $8,350 | 10 sesiones $10,400.",in stock,new,1040.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Body%20Fit%20%28COR-001%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_COR-001_body-fit.jpg,FLORECER Skin & Wellness,Corporales y modelado,,Fijo,Lista para catálogo / sin promesas de pérdida de peso
COR-002,Radiofrecuencia fraccionada corporal,"Microagujas con radiofrecuencia a nivel dérmico profundo para mejorar textura, firmeza y apariencia de estrías, cicatrices e hiperpigmentación corporal. Duración: 90 min.",in stock,new,8950.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Radiofrecuencia%20fraccionada%20corporal%20%28COR-002%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_COR-002_radiofrecuencia-fraccionada-corporal.jpg,FLORECER Skin & Wellness,Corporales y modelado,,Fijo,Revisión profesional previa
COR-003,Drenaje linfático con rodillos,"Masaje corporal relajante con rodillos para estimular circulación, favorecer el drenaje y ayudar a reducir retención de líquidos. Incluye brazos, abdomen y piernas. Pack 10 sesiones: $12,000 MXN (20% OFF). Duración: 90 min.",in stock,new,1500.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Drenaje%20linf%C3%A1tico%20con%20rodillos%20%28COR-003%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_COR-003_drenaje-linfatico-con-rodillos.jpg,FLORECER Skin & Wellness,Corporales y modelado,,Fijo,Lista para catálogo / sin promesas de pérdida de peso
COR-004,Reductivo modelador,"Sesión combinada con 30 min de ultracavitación, 30 min de rodillos y 30 min de Body Fit para reducir, drenar y tonificar dentro de un mismo protocolo. Pack 10 sesiones: $14,180 MXN. Duración: 90 min.",in stock,new,1580.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Reductivo%20modelador%20%28COR-004%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_COR-004_reductivo-modelador.jpg,FLORECER Skin & Wellness,Corporales y modelado,,Fijo,Evitar promesas de pérdida de peso o centímetros
HIF-001,Lifting facial HIFU,"Ultrasonido focalizado que trabaja a profundidad para favorecer el efecto tensor del rostro. No requiere tiempo de recuperación; la frecuencia y elegibilidad se determinan en valoración. Facial $5,780 MXN | Cara y cuello $7,140 MXN.",in stock,new,5780.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Lifting%20facial%20HIFU%20%28HIF-001%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_HIF-001_lifting-facial-hifu.jpg,FLORECER Skin & Wellness,Lifting HIFU,,Desde,Revisión profesional previa
HIF-002,Lifting de glúteos HIFU,"HIFU corporal orientado a firmeza, textura y efecto tensor profundo en glúteos. El plan recomendado se define en valoración. 4 sesiones $16,800 | 6 sesiones $25,200.",in stock,new,6830.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Lifting%20de%20gl%C3%BAteos%20HIFU%20%28HIF-002%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_HIF-002_lifting-de-gluteos-hifu.jpg,FLORECER Skin & Wellness,Lifting HIFU,,Fijo,Revisión profesional previa
HIF-003,Lipo abdominal HIFU,"Protocolo corporal para piel con flacidez y adiposidad localizada en abdomen, sujeto a valoración para definir el plan adecuado. 4 sesiones $16,800 | 6 sesiones $25,200.",in stock,new,6830.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Lipo%20abdominal%20HIFU%20%28HIF-003%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_HIF-003_lipo-abdominal-hifu.jpg,FLORECER Skin & Wellness,Lifting HIFU,,Fijo,Evitar promesas de pérdida de peso o centímetros
HIF-004,Lifting de brazos HIFU,"Ultrasonido focalizado orientado a mejorar la apariencia de flacidez en la zona de tríceps y favorecer un efecto tensor. 4 sesiones $12,600 | 6 sesiones $18,900.",in stock,new,5780.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Lifting%20de%20brazos%20HIFU%20%28HIF-004%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_HIF-004_lifting-de-brazos-hifu.jpg,FLORECER Skin & Wellness,Lifting HIFU,,Fijo,Revisión profesional previa
LAS-M-001,Láser triodo mujer - Cara,"Depilación láser triodo para cara, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $6,230 MXN.",in stock,new,890.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Cara%20%28LAS-M-001%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-001_laser-triodo-mujer-cara.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-002,Láser triodo mujer - Bigote,"Depilación láser triodo para bigote, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $2,940 MXN.",in stock,new,420.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Bigote%20%28LAS-M-002%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-002_laser-triodo-mujer-bigote.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-003,Láser triodo mujer - Mentón,"Depilación láser triodo para mentón, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $2,940 MXN.",in stock,new,420.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Ment%C3%B3n%20%28LAS-M-003%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-003_laser-triodo-mujer-menton.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-004,Láser triodo mujer - Frente,"Depilación láser triodo para frente, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $2,940 MXN.",in stock,new,420.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Frente%20%28LAS-M-004%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-004_laser-triodo-mujer-frente.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-005,Láser triodo mujer - Patillas,"Depilación láser triodo para patillas, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $2,940 MXN.",in stock,new,420.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Patillas%20%28LAS-M-005%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-005_laser-triodo-mujer-patillas.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-006,Láser triodo mujer - Axilas,"Depilación láser triodo para axilas, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $4,060 MXN.",in stock,new,580.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Axilas%20%28LAS-M-006%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-006_laser-triodo-mujer-axilas.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-007,Láser triodo mujer - Pezones,"Depilación láser triodo para pezones, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $2,940 MXN.",in stock,new,420.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Pezones%20%28LAS-M-007%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-007_laser-triodo-mujer-pezones.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-008,Láser triodo mujer - Medios brazos,"Depilación láser triodo para medios brazos, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $5,180 MXN.",in stock,new,740.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Medios%20brazos%20%28LAS-M-008%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-008_laser-triodo-mujer-medios-brazos.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-009,Láser triodo mujer - Brazos completos,"Depilación láser triodo para brazos completos, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $7,000 MXN.",in stock,new,1000.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Brazos%20completos%20%28LAS-M-009%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-009_laser-triodo-mujer-brazos-completos.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-010,Láser triodo mujer - Pecho,"Depilación láser triodo para pecho, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $5,520 MXN.",in stock,new,790.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Pecho%20%28LAS-M-010%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-010_laser-triodo-mujer-pecho.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-011,Láser triodo mujer - Senos,"Depilación láser triodo para senos, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $5,520 MXN.",in stock,new,790.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Senos%20%28LAS-M-011%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-011_laser-triodo-mujer-senos.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-012,Láser triodo mujer - Abdomen,"Depilación láser triodo para abdomen, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $5,520 MXN.",in stock,new,790.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Abdomen%20%28LAS-M-012%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-012_laser-triodo-mujer-abdomen.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
